ID,Address,Email,Password,Name,City,Longitude,State,Source,Birth Date,Zip,Latitude,Created At
1992,43 Snapper Lane,watsica-olen@gmail.com,8e6ed455-0af3-4d56-b75c-44d527f1fe6f,Olen Watsica,Beaufort,"-80,57",SC,Twitter,"novembro 2, 1997",29907,"32,49","novembro 16, 2018, 11:06 AM"
1993,539 Mann Road,davin-turcotte@yahoo.com,e5a6347c-2925-4f0b-b8d3-c488dfa13390,Davin Turcotte,Downsville,"-92,35",LA,Affiliate,"janeiro 28, 1977",71234,"32,71","agosto 5, 2016, 1:41 AM"
1994,18640 U S F S 3136 Road,casey.robel@yahoo.com,4e080802-9f30-4c6c-80d8-453d48daebc5,Casey Robel,Rudyard,"-84,75",MI,Facebook,"julho 8, 1992",49780,"46,27","abril 8, 2019, 10:34 PM"
1995,1201-1239 40th Avenue,schneider-jensen@hotmail.com,effc36a6-41e0-4b53-908c-3834d6c12702,Jensen Schneider,Lake Wilson,"-95,98",MN,Affiliate,"outubro 24, 1975",56151,"44,03","outubro 12, 2018, 3:51 PM"
1996,8400 Austin Road,raynor.chasity@gmail.com,ddc68692-9972-4168-9e6b-ffac15c7e5f5,Chasity Raynor,Fallon,"-118,62",NV,Google,"setembro 18, 1991",89406,"39,53","maio 13, 2017, 8:41 AM"
1997,271 Peters Road,jaden.hansen@hotmail.com,8e721b7e-b23f-4cfd-a1e4-bce7837ed52e,Jaden Hansen,Fairbanks,"-147,66",AK,Twitter,"janeiro 23, 1995",99712,"64,87","agosto 2, 2017, 8:38 PM"
1998,3728 Turlock Road,cayla.vonrueden@hotmail.com,9276e408-6f1e-4cba-bd0c-b067178228f0,Cayla VonRueden,Snelling,"-120,55",CA,Affiliate,"julho 30, 1962",95369,"37,5","abril 24, 2017, 11:31 PM"
1999,1358-1398 Ida Avenue,fritsch-bell@hotmail.com,33c52c48-b01e-4d26-a6e1-faa66e800288,Bell Fritsch,Moville,"-96,02",IA,Google,"julho 7, 1999",51039,"42,51","outubro 28, 2016, 12:43 PM"
2000,893 County Road 151,mann-marquise@gmail.com,46f3eb0b-311f-4e1d-b73c-068ec54d69fd,Marquise Mann,Carthage,"-94,5",TX,Organic,"abril 26, 1979",75633,"32,11","julho 31, 2018, 12:33 AM"
2001,11220 Indian Trail,elza.williamson@gmail.com,f256d2bf-01b1-45bf-b903-9c6eb9972258,Elza Williamson,Helotes,"-98,72",TX,Facebook,"dezembro 25, 1961",78023,"29,56","abril 18, 2017, 4:53 PM"
2002,13160 Surenuff Road,nadia-vandervort@gmail.com,662f0de0-1192-4f75-84ec-fd9fd8c498d1,Nadia Vandervort,Forest Grove,-109,MT,Organic,"dezembro 18, 1984",59441,"46,87","setembro 19, 2016, 8:58 PM"
2003,2059-2087 Country Trails Road,precious-lakin@gmail.com,0d91913e-b6d5-4547-9925-e0dbe7c1effc,Precious Lakin,Conway,"-92,86",MO,Google,"maio 12, 1983",65632,"37,47","setembro 4, 2016, 4:54 PM"
2004,2368-2380 National Forest Development Road 199,bayer.mark@hotmail.com,01a6c477-5128-4bfa-b4d6-80e3db3832d3,Mark Bayer,Council,"-116,4",ID,Organic,"novembro 16, 1973",83612,"44,68","junho 12, 2016, 12:52 PM"
2005,19020 Doerre Road,lindsey.hegmann@gmail.com,1ab5d579-97f0-4f64-9d6d-3b29cc116e37,Lindsey Hegmann,Spring,"-95,53",TX,Google,"junho 3, 1984",77379,"30,05","maio 21, 2017, 9:54 PM"
2006,93 U.S. Highway 64,misty-daugherty@yahoo.com,87c96bde-1aa4-4a8e-a6ca-37b687f10bb5,Misty Daugherty,McCrory,"-91,03",AR,Google,"agosto 21, 1971",72101,"35,25","abril 26, 2018, 5:05 AM"
2007,325 Plum Creek Road,ethyl.little@yahoo.com,cd5482a0-5e41-421b-aa48-9b6617147605,Ethyl Little,Vevay,"-85,05",IN,Facebook,"janeiro 8, 1962",47043,"38,81","maio 16, 2018, 3:53 AM"
2008,18622 404th Avenue,afton-lesch@hotmail.com,f9331470-cb6e-40ef-b122-ef66bc590708,Afton Lesch,Hitchcock,"-98,14",SD,Google,"novembro 17, 1980",57348,"44,68","julho 4, 2018, 4:24 AM"
2009,10870 Range Road,connelly.bessie@hotmail.com,a2c348db-c106-4202-a188-c156788c337b,Bessie Connelly,Gibbon,"-98,82",NE,Facebook,"março 19, 1987",68840,"40,78","maio 11, 2018, 10:29 PM"
2010,64920 County Road 111,dare-hassan@hotmail.com,59bb0aa9-06eb-439e-a180-0624efd774ca,Hassan Dare,Grover,"-104,01",CO,Organic,"dezembro 15, 1987",80729,"40,94","agosto 2, 2018, 7:24 AM"
2011,76525 Middleman Road,dach.elsa@yahoo.com,68202939-0bd0-4191-aa4e-de1965fa0f10,Elsa Dach,Iron River,"-91,49",WI,Affiliate,"janeiro 8, 1989",54847,"46,68","junho 13, 2017, 10:56 AM"
2012,1360 Mission Valley Road,kyler.halvorson@gmail.com,1fa7e129-1200-427e-8930-c56efb845f0b,Kyler Halvorson,Hysham,"-107,08",MT,Affiliate,"fevereiro 10, 1992",59038,"46,33","setembro 21, 2017, 6:29 PM"
2013,4529 New Castle Road,mitchel-pouros@gmail.com,d5569d53-72b3-4a70-be4c-5c13ab4d142e,Mitchel Pouros,New Wilmington,"-80,38",PA,Facebook,"julho 30, 1983",16142,"41,14","dezembro 16, 2016, 12:48 PM"
2014,108 Coulter Road,little.vilma@yahoo.com,6708c2c7-b632-4cc1-940a-4b56ed5de7bb,Vilma Little,Dupo,"-90,22",IL,Twitter,"junho 23, 1985",62240,"38,52","abril 2, 2017, 8:34 PM"
2015,2300 South 114th Street West,corkery.rigoberto@hotmail.com,43469b8c-16f9-4179-b78f-fc6691f7c1df,Rigoberto Corkery,Muskogee,"-95,53",OK,Twitter,"outubro 19, 1986",74401,"35,72","julho 29, 2016, 11:14 PM"
2016,1261 Cedar Lane,alycia.mccullough@gmail.com,5a213171-4a9b-40ef-8a59-fa3879f2644c,Alycia McCullough,Shepherdstown,"-77,85",WV,Twitter,"abril 14, 1990",25443,"39,47","julho 21, 2016, 11:35 AM"
2017,15753 Gull Lake Loop Road Northeast,schroeder.brannon@gmail.com,e3ac1d51-3c12-4562-a897-ae5f8c92da85,Brannon Schroeder,Bemidji,"-94,77",MN,Google,"fevereiro 24, 1965",56601,"47,62","junho 10, 2017, 3:52 PM"
2018,4758-4798 13th Avenue Northeast,kyle-herzog@gmail.com,03b6638b-cae8-41c6-a7be-b01952263b41,Kyle Herzog,Larimore,"-97,85",ND,Affiliate,"julho 30, 1967",58251,"47,86","agosto 31, 2017, 12:58 PM"
2019,16 Cottage Walk,jabari.gleason@hotmail.com,f32f524a-021e-4cf4-b5c0-9828a163ddc0,Jabari Gleason,Bedford,"-71,51",NH,Facebook,"setembro 13, 1996",3110,"42,9","janeiro 24, 2019, 4:39 AM"
2020,1501 Beaumont Centre Lane,spinka.andreane@yahoo.com,73acab6f-cf3d-4715-bc97-e3fff409bf7e,Andreane Spinka,Lexington,"-84,58",KY,Google,"julho 9, 1998",40513,"38,02","março 2, 2018, 12:34 PM"
2021,27645 Missouri 21,kellie.price@hotmail.com,7c41dc69-c360-4281-bf15-d3e8cad0eb7b,Kellie Price,Lesterville,"-90,76",MO,Facebook,"julho 16, 1991",63654,"37,47","novembro 5, 2017, 2:51 PM"
2022,6225-6403 62nd Avenue Northeast,maryam-watsica@yahoo.com,ec16d775-db6d-4fb9-a4f6-252972bac16a,Maryam Watsica,Salem,"-122,93",OR,Twitter,"dezembro 23, 1989",97305,"45,01","outubro 3, 2018, 3:39 AM"
2023,9278 Derby Acres Lane,morissette.jailyn@gmail.com,3a0877a8-8d22-42ac-9d69-384593898be5,Jailyn Morissette,Jacksonville,"-81,81",FL,Twitter,"abril 3, 1959",32220,"30,35","maio 18, 2016, 10:29 PM"
2024,30716 Greenfield Road,horace.schowalter@gmail.com,0da160f0-f05c-4b0e-bc43-f561a2551320,Horace Schowalter,Burbank,"-96,84",SD,Organic,"setembro 13, 1999",57010,"42,94","julho 10, 2017, 8:00 AM"
2025,193-195 Eagle Creek Road,broderick.tillman@gmail.com,8b7f0406-ce9b-4851-8030-8fc4b5c73ed2,Broderick Tillman,Moyock,"-76,16",NC,Google,"maio 26, 1963",27958,"36,5","fevereiro 25, 2018, 4:23 PM"
2026,9426 U.S. 231,kunze-colin@hotmail.com,6a7ad7ed-fb46-42e8-a9fd-b8ec42920f6a,Colin Kunze,Huntingburg,"-86,96",IN,Twitter,"abril 4, 1960",47542,"38,24","maio 12, 2018, 5:11 AM"
2027,5782 South Chippewa Road,schaefer-simone@gmail.com,254b4554-80e8-4111-acd5-b9e271b02895,Simone Schaefer,Shepherd,"-84,63",MI,Twitter,"outubro 8, 1998",48883,"43,56","julho 17, 2017, 6:12 PM"
2028,148 Cedar Bluff Drive,o.janelle.hara@gmail.com,0a4fa997-46bc-4447-9c8f-1a20f2020c55,Janelle O'Hara,Monticello,"-84,72",KY,Google,"janeiro 10, 1970",42633,"36,96","outubro 16, 2018, 7:58 AM"
2029,37119 138th Street,collier-estrella@hotmail.com,9cd12232-9d6a-4b6f-92f5-b55da93f37dc,Estrella Collier,Mina,"-98,77",SD,Facebook,"outubro 3, 1996",57451,"45,39","novembro 6, 2017, 2:37 PM"
2030,2030 River Road,terry.joe@gmail.com,aa8ae31d-cc01-4a8b-b68b-5623ade5d775,Joe Terry,Malta,"-107,68",MT,Facebook,"setembro 23, 1991",59538,"48,59","abril 9, 2018, 12:10 AM"
2031,26989 560th Street,schiller.loyal@gmail.com,23315fd4-6495-430f-a26e-4b65d00fc1b1,Loyal Schiller,Palisade,"-93,42",MN,Google,"abril 16, 1986",56469,"46,8","julho 26, 2016, 5:55 AM"
2032,47201 Tamiami Trail East,aurelio.borer@gmail.com,3e3c407e-91d7-4328-82e4-4217b307bafe,Aurelio Borer,Ochopee,"-81,17",FL,Organic,"abril 9, 1975",34141,"25,87","setembro 26, 2017, 7:02 PM"
2033,19304 County Road 1550 East,destiny-murazik@hotmail.com,be9932f2-6c86-4e0f-9630-c16eae93bd02,Destiny Murazik,Princeton,"-89,56",IL,Organic,"dezembro 6, 1978",61356,"41,43","dezembro 27, 2016, 7:55 PM"
2034,256 Mountain View Road,yundt-brando@gmail.com,3e068b8f-6daf-4fc0-bf37-b681d33ccfce,Brando Yundt,Ashland,"-85,86",AL,Facebook,"abril 3, 1980",36251,"33,32","julho 26, 2016, 8:36 AM"
2035,11898 Tom Folsom Road,goodwin-brisa@yahoo.com,35cb4d45-1c87-4e59-bd5f-102c9a8b997b,Brisa Goodwin,Thonotosassa,"-82,33",FL,Organic,"fevereiro 12, 1983",33592,"28,06","agosto 24, 2018, 11:48 PM"
2036,515 Welliver Road,shanny-kuvalis@gmail.com,8d11b621-4126-4700-a145-368a6c89b2e3,Shanny Kuvalis,Plentywood,"-104,74",MT,Organic,"novembro 8, 1980",59254,"48,69","outubro 29, 2017, 8:58 PM"
2037,132 Merrifield Road,ransom-davis@yahoo.com,bf995d21-39a6-48db-9b1f-4d94c96bad65,Ransom Davis,Earlville,"-75,59",NY,Affiliate,"agosto 13, 1976",13332,"42,73","abril 14, 2018, 1:33 AM"
2038,2817 Boomer Hill Road,mario.wisoky@yahoo.com,39a21891-3194-45a1-a80c-fee676b972f0,Mario Wisoky,Myrtle Creek,"-123,38",OR,Twitter,"agosto 16, 1961",97457,"43,03","outubro 17, 2016, 2:57 PM"
2039,7698 Hidden Valley Drive,cassin-cleta@hotmail.com,20ee21c4-9e4d-4797-bb0d-dc9bc8e36c96,Cleta Cassin,Kirtland,"-81,37",OH,Twitter,"maio 9, 1977",44094,"41,57","dezembro 10, 2018, 9:05 PM"
2040,88413 426th Avenue,stoltenberg.meagan@hotmail.com,bd995ed6-3e40-488f-8216-6b4bd7934f4e,Meagan Stoltenberg,Ainsworth,"-99,96",NE,Twitter,"junho 27, 1988",69210,"42,64","março 14, 2017, 1:53 PM"
2041,455 Lower Curry Branch Road,maurine-considine@hotmail.com,19e099ab-f13b-429f-a3b8-58e85841964f,Maurine Considine,Delbarton,"-82,15",WV,Affiliate,"setembro 6, 1965",25670,"37,7","fevereiro 4, 2017, 3:53 AM"
2042,143 Lobachsville Road,buckridge.travis@gmail.com,0c94872f-d14b-4033-b4f6-70378040280a,Travis Buckridge,Fleetwood,"-75,75",PA,Organic,"abril 6, 1961",19522,"40,43","dezembro 26, 2016, 3:55 PM"
2043,9370 US-441 South,jason-spencer@hotmail.com,9b7e59cf-45b0-46e7-a547-3b716f16817a,Jason Spencer,Ocala,"-82,15",FL,Facebook,"agosto 6, 1962",34475,"29,29","fevereiro 16, 2019, 5:10 AM"
2044,1680 South Roosevelt Road Q 1/2,milan-ritchie@gmail.com,837d4ac4-ef35-457c-a01b-8f38a701e3ad,Milan Ritchie,Portales,"-103,33",NM,Affiliate,"fevereiro 1, 1972",88130,"34,17","fevereiro 19, 2017, 3:02 PM"
2045,3169 Brannens Bridge Road,lakin-mack@hotmail.com,c918f310-1304-41a1-9276-45f1524e865d,Mack Lakin,Sylvania,"-81,56",GA,Twitter,"setembro 15, 1998",30467,"32,78","julho 12, 2018, 9:41 PM"
2046,328 George Parks Highway,turner.kelley@hotmail.com,2b4b5123-ccb4-4643-bb63-2dfab04e4fea,Kelley Turner,Fairbanks,"-148,56",AK,Twitter,"setembro 25, 1968",99709,"64,72","novembro 1, 2016, 3:08 AM"
2047,6459 Benton Road,wisozk.cyrus@hotmail.com,6223bae3-3923-4921-9473-6de9e42e1d1e,Cyrus Wisozk,Lowville,"-75,42",NY,Affiliate,"junho 24, 1958",13367,"43,82","outubro 28, 2017, 6:00 PM"
2048,4412-4472 74th Street Northwest,jedediah-huels@hotmail.com,a66f7289-5c88-4807-b70b-3030f81ebca0,Jedediah Huels,Carpio,"-101,68",ND,Affiliate,"agosto 2, 1960",58725,"48,49","maio 14, 2017, 7:32 AM"
2049,812 Van Eaton Road,will-blake@hotmail.com,edb87e33-60ad-41b3-babd-06d3972fb893,Blake Will,Xenia,"-83,99",OH,Facebook,"novembro 3, 1961",45385,"39,67","dezembro 10, 2016, 4:06 PM"
2050,14701-14899 West Pay Drive Northwest,tavares.metz@yahoo.com,2d867380-a589-4875-8666-ff8e0725bc39,Tavares Metz,Depauw,"-86,25",IN,Affiliate,"janeiro 8, 1963",47115,"38,42","fevereiro 20, 2019, 4:06 PM"
2051,18995 Quaker Road,mosciski.lonny@gmail.com,e02efffb-98e6-46dd-ba91-9a67bc735ec9,Lonny Mosciski,Albany,"-94,5",MN,Twitter,"setembro 24, 1959",56307,"45,63","março 28, 2018, 1:27 AM"
2052,1 Appaloosa Court,henriette-gibson@yahoo.com,5d4db82a-7c69-4805-a4f3-12ab580afa58,Henriette Gibson,Centerville,"-120,97",WA,Google,"outubro 27, 1976",98613,"45,79","abril 21, 2018, 6:08 PM"
2053,3507 North Faust Lake Road,rosella.bergnaum@gmail.com,1e36af7c-3ecf-4832-b131-a71dc7cbfb73,Rosella Bergnaum,Rhinelander,"-89,31",WI,Affiliate,"abril 14, 1981",54501,"45,57","abril 15, 2018, 2:07 PM"
2054,2754 137th Street,wyman.hilma@gmail.com,57dfcf61-422e-44ae-99bf-08f411913d4d,Hilma Wyman,Earlville,"-91,26",IA,Organic,"junho 10, 1984",52041,"42,59","março 20, 2018, 12:06 PM"
2055,N11196 Fisher Road,johnston.ila@gmail.com,37a62a62-8c22-4d53-a4a7-e47bba527151,Ila Johnston,Iola,"-89,14",WI,Affiliate,"julho 9, 1965",54945,"44,65","dezembro 15, 2018, 7:07 PM"
2056,2150 Lewis Ferrell Road,schmitt-earline@gmail.com,308c7bee-9080-4032-911b-08b83547135c,Earline Schmitt,South Boston,"-79,12",VA,Facebook,"setembro 4, 1993",24592,"36,71","maio 17, 2017, 4:50 PM"
2057,5653 Northeast 46th Street,kassulke-nathan@gmail.com,bb8a87f2-5844-4648-94ed-92a151fda43c,Nathan Kassulke,Owatonna,"-93,12",MN,Twitter,"agosto 1, 1963",55060,"44,14","setembro 18, 2018, 3:54 AM"
2058,911 George Swamp Road,ankunding-else@gmail.com,8d36970b-5415-4863-9813-acf4a7a622ff,Else Ankunding,Pine Apple,"-86,92",AL,Twitter,"março 8, 1960",36768,"31,82","janeiro 31, 2018, 8:01 AM"
2059,70 Columbia Road 265,richard-kub@yahoo.com,428600be-aede-4d56-9f2d-75299f6e5dae,Richard Kub,Magnolia,"-93,25",AR,Organic,"fevereiro 2, 1974",71753,"33,18","janeiro 8, 2019, 7:49 PM"
2060,1-7 County Road 462,darwin-abshire@yahoo.com,704b391d-9dc0-40ff-a20f-bee50878ed25,Darwin Abshire,Loraine,"-100,7",TX,Facebook,"novembro 1, 1973",79532,"32,48","agosto 23, 2018, 7:15 PM"
2061,9798 County Road 471,karelle-hodkiewicz@gmail.com,0649825c-68b9-404d-8844-79810147c719,Karelle Hodkiewicz,Henderson,"-94,91",TX,Affiliate,"fevereiro 17, 1983",75654,"32,1","setembro 18, 2018, 1:06 PM"
2062,19602 7 Springs Dairy Road,zemlak.velva@hotmail.com,2f96ffbe-e436-438c-8f6b-f1f827cfb20b,Velva Zemlak,Creston,"-118,54",WA,Twitter,"julho 7, 1981",99117,"47,62","fevereiro 28, 2018, 4:57 PM"
2063,6000-6398 Q R Az,kon.winfield.o@yahoo.com,13525894-3a4b-4679-a355-854ce6e8243f,Winfield O'Kon,Tucumcari,"-103,9",NM,Facebook,"fevereiro 26, 1969",88401,"35,16","setembro 24, 2017, 8:17 PM"
2064,21000-23904 County Road 153,hudson-audra@hotmail.com,abc09593-a4d7-4eaa-8e8a-831b8de3b9ad,Audra Hudson,Branson,"-103,76",CO,Affiliate,"outubro 18, 1962",81027,"37,33","abril 24, 2016, 1:20 AM"
2065,4325-4699 Watson Creek Road Southeast,johnson.abshire@yahoo.com,7f6d344d-f0e9-4f51-b983-64101d0584dc,Johnson Abshire,Uhrichsville,"-81,38",OH,Twitter,"julho 21, 1958",44683,"40,31","dezembro 4, 2017, 7:34 AM"
2066,1008-1164 County Highway FF,ernser-ardella@gmail.com,626dc44d-7d40-4ab0-8855-d8d4d105825f,Ardella Ernser,Butternut,"-90,27",WI,Google,"maio 5, 1969",54514,"46,09","agosto 15, 2018, 5:24 PM"
2067,330 Washington Street,bartell.dana@yahoo.com,d8a2dad2-055c-4607-b2a9-4cf76c297b68,Dana Bartell,Scotland,"-97,72",SD,Twitter,"abril 2, 1970",57059,"43,15","agosto 16, 2018, 6:59 PM"
2068,7330 Greenville Road,mertz.gerardo@gmail.com,154fe2bc-e518-4f6e-a1b2-798c0500f7f9,Gerardo Mertz,Hopkinsville,"-87,41",KY,Google,"março 25, 1981",42240,"36,94","janeiro 20, 2018, 2:43 PM"
2069,39296-39998 440th Street Northwest,monte.langworth@hotmail.com,3e1c2951-b036-4211-8b76-2d04d855197f,Monte Langworth,Stephen,"-96,9",MN,Facebook,"fevereiro 7, 1971",56757,"48,51","maio 17, 2017, 8:32 AM"
2070,869 25th Avenue Southwest,loren-roob@gmail.com,865f04c0-582d-4a5e-b56e-2a4251711fa5,Loren Roob,Baudette,"-94,69",MN,Facebook,"março 3, 1997",56623,"48,69","outubro 5, 2017, 2:52 AM"
2071,324 Spangler Road,stoltenberg-joana@gmail.com,0d408a3b-8d1a-4379-b621-d86abcddff94,Joana Stoltenberg,Boswell,"-79,08",PA,Google,"novembro 24, 1958",15531,"40,17","abril 26, 2017, 7:22 PM"
2072,834 Cranford Hollow Road,laisha.conn@yahoo.com,ec1085f7-ddaf-4a10-9201-ee5acf2d0a4a,Laisha Conn,Columbia,"-86,95",TN,Twitter,"agosto 26, 1993",38401,"35,63","outubro 29, 2017, 9:28 AM"
2073,899 West Daniel Road,wilford.king@yahoo.com,c662e723-8765-40fa-8232-3fa41355d60e,Wilford King,San Tan Valley,"-111,58",AZ,Google,"novembro 15, 1996",85143,"33,15","agosto 13, 2017, 1:54 PM"
2074,123 Airport way,crooks.marquise@hotmail.com,51102c72-efcd-482e-adbb-41d603bda80f,Marquise Crooks,Lake Minchumina,"-152,31",AK,Facebook,"julho 10, 1978",99757,"63,88","julho 6, 2017, 3:33 PM"
2075,2290-2398 35th Avenue Southeast,royce.bins@gmail.com,b8ab6906-74a8-4f93-ba1b-52975354b443,Royce Bins,Robinson,"-99,76",ND,Affiliate,"setembro 24, 1976",58478,"47,08","julho 27, 2017, 10:22 PM"
2076,512 South Marion Street,emmanuelle-cruickshank@hotmail.com,dee5f200-733f-413b-8bcb-dd72046836f7,Emmanuelle Cruickshank,Cardington,"-82,89",OH,Affiliate,"janeiro 8, 1962",43315,"40,49","junho 9, 2018, 10:48 AM"
2077,1700-1794 East 2800N Road,yundt.kaya@yahoo.com,66892f1e-b448-4910-8786-147856bacdde,Kaya Yundt,Piper City,"-88,14",IL,Organic,"agosto 17, 1998",60959,"40,81","setembro 2, 2016, 2:46 AM"
2078,539 Beverly Pike,spencer.solon@yahoo.com,14c73be3-eb10-414b-a3a3-7de988420b21,Solon Spencer,Grafton,"-80,11",WV,Twitter,"setembro 11, 1965",26354,"39,34","setembro 24, 2016, 9:13 PM"
2079,76299 Wiley Canyon Road,amparo.fadel@gmail.com,1f9d3d45-9002-4e1b-a514-6f45405da65b,Amparo Fadel,Lexington,"-99,71",NE,Facebook,"agosto 31, 1987",68850,"40,89","janeiro 20, 2018, 1:30 AM"
2080,20518 Carty Road,dorris.herzog@gmail.com,ba17dc4b-3c77-456b-92f6-a1fd2226b2a3,Dorris Herzog,Rushville,"-90,51",IL,Google,"março 11, 1975",62681,"40,16","março 24, 2019, 12:35 AM"
2081,12175-12179 Oval Avenue,mayer.paxton@hotmail.com,c098dd94-3b06-4721-9709-eea552811fbc,Paxton Mayer,Winston,"-94,18",MO,Affiliate,"novembro 24, 1977",64689,"39,92","fevereiro 19, 2018, 4:43 PM"
2082,15551-16213 Thaxton Pens Road,nels.connell.o@gmail.com,bbbceba2-63bc-438f-b8f1-e606fa3fb63b,Nels O'Connell,Electra,"-99,08",TX,Twitter,"dezembro 25, 1993",76360,"33,93","dezembro 14, 2016, 8:25 AM"
2083,748 Governors Road,glover.katharina@hotmail.com,394278db-87ae-4929-8653-34d1466093be,Katharina Glover,Windsor,"-77,01",NC,Google,"outubro 11, 1976",27983,"36,04","outubro 19, 2018, 7:42 PM"
2084,74868 330 Avenue,kihn-prudence@gmail.com,cc479953-996d-49ca-a961-2ee69428f689,Prudence Kihn,Imperial,"-101,7",NE,Facebook,"fevereiro 26, 1964",69033,"40,68","fevereiro 20, 2019, 1:28 AM"
2085,32811 Garrett Avenue,emmerich.daryl@hotmail.com,e467870e-6d12-468f-aae1-dbda5130d013,Daryl Emmerich,Northfield,"-93,21",MN,Organic,"junho 21, 1974",55057,"44,47","março 10, 2018, 9:30 AM"
2086,1706 Fisher Lane,crona.neal@hotmail.com,2f164e32-8c5c-4bd2-b056-ac6659672ff1,Neal Crona,Mosinee,"-89,81",WI,Affiliate,"outubro 9, 1976",54455,"44,71","fevereiro 19, 2018, 7:35 PM"
2087,181 Rock Island Road,dawson-mcglynn@yahoo.com,719f2ac1-251a-4608-ac25-f5b43c633f69,Dawson McGlynn,Moscow,"-94,81",TX,Organic,"fevereiro 16, 1989",75960,"30,92","março 24, 2018, 10:36 PM"
2088,5001-5129 Deland Road,donny.terry@yahoo.com,d0102f83-640a-4f89-8336-85ba729d5bf6,Donny Terry,Flushing,"-83,84",MI,Google,"outubro 5, 1962",48433,"43,08","outubro 24, 2018, 7:40 AM"
2089,67 George Parks Highway,sarah-dach@hotmail.com,71d10805-ad2c-4051-ab52-2581bd0f3565,Sarah Dach,Nenana,"-148,88",AK,Affiliate,"julho 29, 1975",99760,"64,68","maio 6, 2018, 12:09 PM"
2090,102-270 Tempaloni Road,jannie-balistreri@yahoo.com,811d4b70-81c1-45b1-bad8-cc276058f7cf,Jannie Balistreri,Ellenville,"-74,45",NY,Facebook,"agosto 24, 1983",12428,"41,68","maio 10, 2016, 9:37 PM"
2091,22971 Rye Creek Road,lynch-joseph@hotmail.com,1a750cf3-a279-48ac-aabf-05f906f9165e,Joseph Lynch,Kirksville,"-92,66",MO,Twitter,"junho 2, 1996",63501,"40,24","dezembro 3, 2017, 3:52 AM"
2092,2412 Farm to Market 1679,hara-vicente-o@hotmail.com,f2f381c4-dcb2-4a01-ae8a-0ae0a174a94b,Vicente O'Hara,Port Lavaca,"-96,74",TX,Organic,"novembro 12, 1961",77979,"28,59","agosto 11, 2018, 5:33 PM"
2093,13071 Winokur Road,royal-jast@hotmail.com,33d408f0-db1a-4d62-ad59-0fe6e1ae69b2,Royal Jast,Nahunta,"-81,97",GA,Affiliate,"dezembro 14, 1975",31553,"31,04","fevereiro 19, 2018, 4:44 AM"
2094,40502 West 63rd Street South,brant.klein@yahoo.com,1c0da03b-2d7e-4ee1-a62d-fa52f11be647,Brant Klein,Cheney,"-97,81",KS,Twitter,"dezembro 28, 1987",67025,"37,58","maio 31, 2017, 5:57 PM"
2095,10094 Campfire Circle,price-hillard@hotmail.com,81902093-3fa8-4a4b-bb2b-46eb3217bfbb,Hillard Price,Hayward,"-91,19",WI,Facebook,"junho 28, 1988",54843,"45,91","fevereiro 12, 2019, 9:20 AM"
2096,7039 U.S. Highway 62,feil-waino@yahoo.com,2a1e8d31-8c88-4c7d-aec1-f96171ed1757,Waino Feil,Mountain Home,"-92,27",AR,Twitter,"janeiro 26, 1978",72653,"36,38","fevereiro 11, 2019, 1:59 AM"
2097,18635 Usta Road,bednar-maeve@hotmail.com,2e6387e5-3095-4232-9389-65edbb91fd07,Maeve Bednar,Faith,"-102,31",SD,Affiliate,"agosto 4, 1961",57626,"45,25","outubro 2, 2016, 11:35 AM"
2098,447534 East 130 Road,schultz-desiree@gmail.com,f768a523-8be1-4e99-b091-3f48563851b5,Desiree Schultz,Bluejacket,"-95,03",OK,Affiliate,"janeiro 10, 1969",74333,"36,83","março 11, 2017, 7:13 PM"
2099,W3110 Wood Creek Avenue,jayden.kris@hotmail.com,bc16dd5e-8591-49a1-863a-b54d71167598,Jayden Kris,Medford,"-90,21",WI,Organic,"setembro 18, 1965",54451,"45,25","dezembro 3, 2016, 2:10 AM"
2100,4739-5421 Honea Egypt Road,lila-rosenbaum@hotmail.com,6a98dd52-e1b0-41cb-8321-40442168fac9,Lila Rosenbaum,Montgomery,"-95,6",TX,Twitter,"novembro 18, 1967",77316,"30,28","abril 10, 2018, 8:08 AM"
2101,1461-1493 West 10 Road,tromp.jared@gmail.com,98e00aa6-e094-4456-bdce-89474a60d567,Jared Tromp,Aurora,"-98,02",NE,Twitter,"janeiro 8, 1971",68818,"40,83","outubro 12, 2016, 5:26 AM"
2102,3427 Joe Johnson Road,will.garrison@yahoo.com,10173297-9da1-48db-b487-8f17c7eb7151,Garrison Will,Catawba,"-81,07",NC,Google,"setembro 29, 1962",28609,"35,62","novembro 22, 2016, 11:51 PM"
2103,901-999 Planter Road,davis.brown@hotmail.com,812cf210-339a-41bf-980a-597608190324,Brown Davis,Burlington,"-95,68",KS,Facebook,"outubro 1, 1993",66839,"38,17","novembro 14, 2018, 1:56 AM"
2104,74 West Road 130,schowalter.virgil@gmail.com,9595ef30-8434-40d4-8935-b3185834b480,Virgil Schowalter,Dighton,"-100,51",KS,Google,"agosto 10, 1990",67839,"38,4","abril 14, 2019, 11:33 PM"
2105,650 Halfmoon Ridge,mcdermott-art@gmail.com,7995734d-3411-4fff-ae98-3541ee28e70d,Art McDermott,Hot Springs,"-82,82",NC,Twitter,"março 4, 1980",28743,"35,72","dezembro 10, 2016, 3:08 AM"
